method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
"handleEntityDamage(Entity,Vector,Building,int,int,int)",315064,megamek-0.35.18,megamek.common.weapons,WeaponHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/megamek-0.35.18/blob/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/weapons/WeaponHandler.java#L518-L630,https://raw.githubusercontent.com/JavaQualitasCorpus/megamek-0.35.18/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/weapons/WeaponHandler.java#L518-L630
"getAuthenticatedUser(GenericRequest,GenericResponse,String,String,boolean)",100798,mvnforum-1.2.2-ga,com.mvnforum.auth,OnlineUserFactoryImpl,1,1,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/auth/OnlineUserFactoryImpl.java#L82-L196,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/auth/OnlineUserFactoryImpl.java#L82-L196
"processSearchAttachments(GenericRequest,GenericResponse)",100403,mvnforum-1.2.2-ga,com.mvnforum.user,AttachmentWebHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/AttachmentWebHandler.java#L839-L940,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/AttachmentWebHandler.java#L839-L940
prepareDelete(GenericRequest),100316,mvnforum-1.2.2-ga,com.mvnforum.user,MessageFolderWebHandler,1,0,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/MessageFolderWebHandler.java#L155-L197,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/MessageFolderWebHandler.java#L155-L197
prepareList(GenericRequest),100315,mvnforum-1.2.2-ga,com.mvnforum.user,MessageFolderWebHandler,1,0,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/MessageFolderWebHandler.java#L118-L153,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/MessageFolderWebHandler.java#L118-L153
"processAdd(GenericRequest,GenericResponse)",100334,mvnforum-1.2.2-ga,com.mvnforum.user,PmAttachmentWebHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/PmAttachmentWebHandler.java#L125-L395,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/PmAttachmentWebHandler.java#L125-L395
"sendMail_forMember(int,String,Timestamp)",100321,mvnforum-1.2.2-ga,com.mvnforum.user,WatchWebHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/blob/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/WatchWebHandler.java#L147-L281,https://raw.githubusercontent.com/JavaQualitasCorpus/mvnforum-1.2.2-ga/bdad26a892f15fb9a90d7d1af651d28f6bd28b88/mvnforum/src/com/mvnforum/user/WatchWebHandler.java#L147-L281
setInputSource(XMLInputSource),1643,nekohtml-1.9.14,org.cyberneko.html,HTMLConfiguration,1,0,0,0,https://github.com/JavaQualitasCorpus/nekohtml-1.9.14/blob/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLConfiguration.java#L461-L479,https://raw.githubusercontent.com/JavaQualitasCorpus/nekohtml-1.9.14/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLConfiguration.java#L461-L479
scan(boolean),1676,nekohtml-1.9.14,org.cyberneko.html,HTMLScanner.ContentScanner,1,0,0,0,https://github.com/JavaQualitasCorpus/nekohtml-1.9.14/blob/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLScanner.java#L1940-L2082,https://raw.githubusercontent.com/JavaQualitasCorpus/nekohtml-1.9.14/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLScanner.java#L1940-L2082
"startElement(QName,XMLAttributes,Augmentations)",1428,nekohtml-1.9.14,org.cyberneko.html,HTMLTagBalancer,1,1,0,0,https://github.com/JavaQualitasCorpus/nekohtml-1.9.14/blob/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLTagBalancer.java#L545-L751,https://raw.githubusercontent.com/JavaQualitasCorpus/nekohtml-1.9.14/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/HTMLTagBalancer.java#L545-L751
"createObject(String,String,String)",1526,nekohtml-1.9.14,org.cyberneko.html,ObjectFactory,0,1,0,0,https://github.com/JavaQualitasCorpus/nekohtml-1.9.14/blob/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/ObjectFactory.java#L99-L231,https://raw.githubusercontent.com/JavaQualitasCorpus/nekohtml-1.9.14/5f25cf8cfc3c704a8a49ee68fb73fbce3e19ffa3/src/org/cyberneko/html/ObjectFactory.java#L99-L231
convertHostToAddress(URI),57683,openjms-0.7.7-beta-1,org.exolab.jms.net.uri,URIHelper,1,0,0,0,https://github.com/JavaQualitasCorpus/openjms-0.7.7-beta-1/blob/12a2cc7a6e96750e756e3c527dbc9fd14bdf9047/modules/net/src/main/java/org/exolab/jms/net/uri/URIHelper.java#L222-L250,https://raw.githubusercontent.com/JavaQualitasCorpus/openjms-0.7.7-beta-1/12a2cc7a6e96750e756e3c527dbc9fd14bdf9047/modules/net/src/main/java/org/exolab/jms/net/uri/URIHelper.java#L222-L250
"generateMethod(Method,SourceWriter)",57536,openjms-0.7.7-beta-1,org.exolab.jms.plugins.proxygen,ProxyGenerator,0,1,0,0,https://github.com/JavaQualitasCorpus/openjms-0.7.7-beta-1/blob/12a2cc7a6e96750e756e3c527dbc9fd14bdf9047/modules/proxygen-plugin/src/main/java/org/exolab/jms/plugins/proxygen/ProxyGenerator.java#L285-L444,https://raw.githubusercontent.com/JavaQualitasCorpus/openjms-0.7.7-beta-1/12a2cc7a6e96750e756e3c527dbc9fd14bdf9047/modules/proxygen-plugin/src/main/java/org/exolab/jms/plugins/proxygen/ProxyGenerator.java#L285-L444
"put(Object,Object,boolean)",2656,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,0,1,0,0,https://github.com/JavaQualitasCorpus/oscache-2.3/blob/1c35c798a4668f26b7735dcf1a7d92130e3d7b5d/src/java/com/opensymphony/oscache/base/algorithm/AbstractConcurrentReadCache.java#L1530-L1662,https://raw.githubusercontent.com/JavaQualitasCorpus/oscache-2.3/1c35c798a4668f26b7735dcf1a7d92130e3d7b5d/src/java/com/opensymphony/oscache/base/algorithm/AbstractConcurrentReadCache.java#L1530-L1662
"remove(Object,boolean,boolean)",2657,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,0,1,0,0,https://github.com/JavaQualitasCorpus/oscache-2.3/blob/1c35c798a4668f26b7735dcf1a7d92130e3d7b5d/src/java/com/opensymphony/oscache/base/algorithm/AbstractConcurrentReadCache.java#L1363-L1408,https://raw.githubusercontent.com/JavaQualitasCorpus/oscache-2.3/1c35c798a4668f26b7735dcf1a7d92130e3d7b5d/src/java/com/opensymphony/oscache/base/algorithm/AbstractConcurrentReadCache.java#L1363-L1408
"dumpOld(long, InputStream, PrintStream)",245,poi-3.6,org.apache.poi.ddf,EscherDump,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ddf/EscherDump.java#L63-L424,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ddf/EscherDump.java#L63-L424
processRecords(InputStream),249,poi-3.6,org.apache.poi.hssf.eventmodel,EventRecordFactory,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/eventmodel/EventRecordFactory.java#L77-L120,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/eventmodel/EventRecordFactory.java#L77-L120
processRecord(Record),402517,poi-3.6,org.apache.poi.hssf.eventusermodel.examples,XLS2CSVmra,1,1,0,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/examples/src/org/apache/poi/hssf/eventusermodel/examples/XLS2CSVmra.java#L131-L310,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/examples/src/org/apache/poi/hssf/eventusermodel/examples/XLS2CSVmra.java#L131-L310
getText(),250,poi-3.6,org.apache.poi.hssf.extractor,ExcelExtractor,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/extractor/ExcelExtractor.java#L272-L390,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/extractor/ExcelExtractor.java#L272-L390
"DVRecord(int, int, int, boolean, boolean, boolean, boolean, String, String, boolean, String, String, Ptg[], Ptg[], CellRangeAddressList)",259,poi-3.6,org.apache.poi.hssf.record,DVRecord,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/DVRecord.java#L79-L103,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/DVRecord.java#L79-L103
HyperlinkRecord(RecordInputStream),504,poi-3.6,org.apache.poi.hssf.record,HyperlinkRecord,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/HyperlinkRecord.java#L431-L530,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/HyperlinkRecord.java#L431-L530
"StreamEncryptionInfo(RecordInputStream, List<Record>)",506,poi-3.6,org.apache.poi.hssf.record,RecordFactoryInputStream.StreamEncryptionInfo,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/RecordFactoryInputStream.java#L51-L88,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/RecordFactoryInputStream.java#L51-L88
"FormulaShifter(int, int, int, int)",3307,poi-3.6,org.apache.poi.hssf.record.formula,FormulaShifter,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/FormulaShifter.java#L34-L45,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/FormulaShifter.java#L34-L45
"evaluate(int, int, ValueEval, ValueEval, ValueEval, ValueEval, ValueEval)",244,poi-3.6,org.apache.poi.hssf.record.formula.functions,FinanceFunction,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/FinanceFunction.java#L46-L61,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/FinanceFunction.java#L46-L61
"evaluate(int, int, ValueEval, ValueEval, ValueEval, ValueEval)",2973,poi-3.6,org.apache.poi.hssf.record.formula.functions,Replace,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/FinanceFunction.java#L42-L45,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/FinanceFunction.java#L42-L45
"replaceOneOccurrence(String, String, String, int)",3055,poi-3.6,org.apache.poi.hssf.record.formula.functions,Substitute,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/Substitute.java#L84-L107,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/Substitute.java#L84-L107
"evaluate(int, int, ValueEval, ValueEval)",3001,poi-3.6,org.apache.poi.hssf.record.formula.functions,TextFunction.SearchFind,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/TextFunction.java#L216-L224,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/record/formula/functions/TextFunction.java#L216-L224
"drawImage(Image, int, int, int, int, Color, ImageObserver)",249,poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L186-L189,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L186-L189
"drawImage(Image, int, int, int, int, int, int, int, int, Color, ImageObserver)",247,poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L164-L174,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L164-L174
"drawImage(Image, int, int, int, int, int, int, int, int, ImageObserver)",248,poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L176-L184,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L176-L184
"drawRect(int, int, int, int)",3140,poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L258-L262,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/EscherGraphics.java#L258-L262
"findCellComment(Sheet, int, int)",241,poi-3.6,org.apache.poi.hssf.usermodel,HSSFCell,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFCell.java#L1059-L1104,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFCell.java#L1059-L1104
"setAnchor(short, int, int, int, short, int, int, int)",258,poi-3.6,org.apache.poi.hssf.usermodel,HSSFClientAnchor,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFClientAnchor.java#L166-L198,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFClientAnchor.java#L166-L198
"autoSizeColumn(int, boolean)",243,poi-3.6,org.apache.poi.hssf.usermodel,HSSFSheet,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFSheet.java#L1665-L1823,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFSheet.java#L1665-L1823
"shiftRows(int, int, int, boolean, boolean, boolean)",500,poi-3.6,org.apache.poi.hssf.usermodel,HSSFSheet,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFSheet.java#L1169-L1288,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/HSSFSheet.java#L1169-L1288
getFontDetails(Font),503,poi-3.6,org.apache.poi.hssf.usermodel,StaticFontMetrics,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/StaticFontMetrics.java#L45-L125,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/hssf/usermodel/StaticFontMetrics.java#L45-L125
"notifyUpdateCell(int, int, EvaluationCell)",248,poi-3.6,org.apache.poi.ss.formula,EvaluationCache,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/EvaluationCache.java#L52-L117,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/EvaluationCache.java#L52-L117
parseRangeable(),518,poi-3.6,org.apache.poi.ss.formula,FormulaParser,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/FormulaParser.java#L387-L512,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/FormulaParser.java#L387-L512
"onReadPlainValue(int, int, int, ICacheEntry)",3434,poi-3.6,org.apache.poi.ss.formula,IEvaluationListener,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/IEvaluationListener.java#L40-L40,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/IEvaluationListener.java#L40-L40
"evaluateFormula(OperationEvaluationContext, Ptg[])",247,poi-3.6,org.apache.poi.ss.formula,WorkbookEvaluator,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/WorkbookEvaluator.java#L333-L460,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/formula/WorkbookEvaluator.java#L333-L460
"CellRangeAddress(int, int, int, int)",3489,poi-3.6,org.apache.poi.ss.util,CellRangeAddress,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/util/CellRangeAddress.java#L37-L39,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/ss/util/CellRangeAddress.java#L37-L39
"doRedBlackDeleteFixup(Node, int)",239,poi-3.6,org.apache.poi.util,BinaryTree,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/BinaryTree.java#L970-L1065,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/BinaryTree.java#L970-L1065
"doRedBlackInsert(Node, int)",490,poi-3.6,org.apache.poi.util,BinaryTree,0,0,0,1,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/BinaryTree.java#L805-L880,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/BinaryTree.java#L805-L880
"log(int, Object, Object, Object)",2887,poi-3.6,org.apache.poi.util,NullLogger,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L73-L86,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L73-L86
"log(int, Object, Object, Object, Object, Object, Object, Object, Object)",232,poi-3.6,org.apache.poi.util,NullLogger,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L160-L179,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L160-L179
"log(int, Object, Object, Object, Object, Object, Object, Object, Object, Throwable)",236,poi-3.6,org.apache.poi.util,NullLogger,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L305-L326,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L305-L326
"log(int, Object, Object, Object, Object, Object, Object, Throwable)",234,poi-3.6,org.apache.poi.util,NullLogger,0,0,1,0,https://github.com/JavaQualitasCorpus/poi-3.6/blob/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L263-L281,https://raw.githubusercontent.com/JavaQualitasCorpus/poi-3.6/af483dcbac39c54113883c04ca08c8e9deae4c76/src/java/org/apache/poi/util/NullLogger.java#L263-L281
loadFolder(boolean),74824,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,0,1,0,0,https://github.com/JavaQualitasCorpus/pooka-3.0-080505/blob/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/cache/CachingFolderInfo.java#L67-L197,https://raw.githubusercontent.com/JavaQualitasCorpus/pooka-3.0-080505/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/cache/CachingFolderInfo.java#L67-L197
setEnabled(boolean),74434,pooka-3.0-080505,net.suberic.pooka.gui.search,SearchEntryPanel,1,0,0,0,https://github.com/JavaQualitasCorpus/pooka-3.0-080505/blob/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/gui/search/SearchEntryPanel.java#L321-L333,https://raw.githubusercontent.com/JavaQualitasCorpus/pooka-3.0-080505/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/gui/search/SearchEntryPanel.java#L321-L333
loadWaitingMessages(),74572,pooka-3.0-080505,net.suberic.pooka.thread,LoadMessageThread,1,1,0,0,https://github.com/JavaQualitasCorpus/pooka-3.0-080505/blob/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/thread/LoadMessageThread.java#L81-L251,https://raw.githubusercontent.com/JavaQualitasCorpus/pooka-3.0-080505/871be6d1c1fa76d16020bdc4300ba06a8eb8264d/net/suberic/pooka/thread/LoadMessageThread.java#L81-L251
"visitConstantInstruction(Clazz,Method,CodeAttribute,int,ConstantInstruction)",89302,proguard-4.5.1,proguard.optimize.info,ReadWriteFieldMarker,1,0,0,0,https://github.com/JavaQualitasCorpus/proguard-4.9/blob/020fc2989bb63e2db912afc05cbcfbb015e246f4/src/proguard/optimize/info/ReadWriteFieldMarker.java#L53-L84,https://raw.githubusercontent.com/JavaQualitasCorpus/proguard-4.9/020fc2989bb63e2db912afc05cbcfbb015e246f4/src/proguard/optimize/info/ReadWriteFieldMarker.java#L53-L84
execute(),91476,proguard-4.5.1,proguard.retrace,ReTrace,0,1,0,0,https://github.com/JavaQualitasCorpus/proguard-4.9/blob/020fc2989bb63e2db912afc05cbcfbb015e246f4/src/proguard/retrace/ReTrace.java#L106-L349,https://raw.githubusercontent.com/JavaQualitasCorpus/proguard-4.9/020fc2989bb63e2db912afc05cbcfbb015e246f4/src/proguard/retrace/ReTrace.java#L106-L349
"clusterRecover(Connection,List)",43652,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,1,1,0,0,https://github.com/JavaQualitasCorpus/quartz-1.8.3/blob/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/impl/jdbcjobstore/JobStoreSupport.java#L3355-L3517,https://raw.githubusercontent.com/JavaQualitasCorpus/quartz-1.8.3/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/impl/jdbcjobstore/JobStoreSupport.java#L3355-L3517
process(InputSource),42804,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,1,1,0,0,https://github.com/JavaQualitasCorpus/quartz-1.8.3/blob/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/xml/XMLSchedulingDataProcessor.java#L534-L777,https://raw.githubusercontent.com/JavaQualitasCorpus/quartz-1.8.3/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/xml/XMLSchedulingDataProcessor.java#L534-L777
